INPUTDATE,"LINE_NO","TRAINDIAGRAMID"
20141129,"11","2014_10_30_16_58_33"
20141129,"12","2014_10_30_20_1_20"
20141129,"13","2014_12_31_18_53_07"
20141129,"16","2014_12_31_18_56_42"
20141130,"01","2014_10_30_11_38_24"
20141130,"02","2014_11_28_18_44_23"
20141130,"03/04","2014_12_31_11_48_05"
20141130,"05","2014_10_30_15_49_09"
20141130,"06","2014_10_30_15_53_39"
20141130,"07","2014_10_30_16_4_28"
20141130,"08","2014_10_30_16_13_21"
20141130,"09","2014_10_30_16_31_38"
20141130,"10","2014_10_30_16_47_21"
20141130,"11","2014_10_30_16_58_33"
20141130,"12","2014_10_30_20_1_20"
20141130,"13","2014_12_31_18_53_07"
20141130,"16","2014_12_31_18_56_42"
20141201,"01","2014_10_30_11_38_24"
20141201,"02","2014_11_28_18_44_23"
20141201,"03/04","2014_12_31_11_48_05"
20141201,"05","2014_10_30_15_49_09"
20141201,"06","2014_10_30_15_53_39"
20141201,"07","2014_10_30_16_4_28"
20141201,"08","2014_10_30_16_13_21"
20141201,"09","2014_10_30_16_31_38"
20141201,"10","2014_10_30_16_47_21"
20141201,"11","2014_10_30_16_58_33"
20141201,"12","2014_10_30_20_1_20"
20141201,"13","2014_12_31_18_53_07"
20141201,"16","2014_12_31_18_56_42"
20141202,"01","2014_10_30_11_38_24"
20141202,"02","2014_11_28_18_44_23"
20141202,"03/04","2014_12_31_11_48_05"
20141202,"05","2014_10_30_15_49_09"
20141202,"06","2014_10_30_15_53_39"
20141202,"07","2014_10_30_16_4_28"
20141202,"08","2014_10_30_16_13_21"
20141202,"09","2014_10_30_16_31_38"
20141202,"10","2014_10_30_16_47_21"
20141202,"11","2014_10_30_16_58_33"
20141202,"12","2014_10_30_20_1_20"
20141202,"13","2014_12_31_18_53_07"
20141202,"16","2014_12_31_18_56_42"
20141203,"01","2014_10_30_11_38_24"
20141203,"02","2014_11_28_18_44_23"
20141203,"03/04","2014_12_31_11_48_05"
20141203,"05","2014_10_30_15_49_09"
20141203,"06","2014_10_30_15_53_39"
20141203,"07","2014_10_30_16_4_28"
20141203,"08","2014_10_30_16_13_21"
20141203,"09","2014_10_30_16_31_38"
20141203,"10","2014_10_30_16_47_21"
20141203,"11","2014_10_30_16_58_33"
20141203,"12","2014_10_30_20_1_20"
20141203,"13","2014_12_31_18_53_07"
20141203,"16","2014_12_31_18_56_42"
20141204,"01","2014_10_30_11_38_24"
20141204,"02","2014_11_28_18_44_23"
20141204,"03/04","2014_12_31_11_48_05"
20141204,"05","2014_10_30_15_49_09"
20141204,"06","2014_10_30_15_53_39"
20141204,"07","2014_10_30_16_4_28"
20141204,"08","2014_10_30_16_13_21"
20141204,"09","2014_10_30_16_31_38"
20141204,"10","2014_10_30_16_47_21"
20141204,"11","2014_10_30_16_58_33"
20141204,"12","2014_10_30_20_1_20"
20141204,"13","2014_12_31_18_53_07"
20141204,"16","2014_12_31_18_56_42"
20150306,"01","2014_10_30_11_43_26"
20150306,"02","2014_10_30_15_9_26"
20150306,"03/04","2014_12_31_11_20_30"
20150306,"05","2014_10_30_15_49_09"
20150306,"06","2014_10_30_15_53_39"
20150306,"07","2014_10_30_16_4_28"
20150306,"08","2014_10_30_16_13_21"
20150306,"09","2014_10_30_16_31_38"
20150306,"10","2015_2_3_9_26_23"
20150306,"11","2014_10_30_16_58_33"
20150306,"12","2014_10_30_20_1_20"
20150306,"13","2014_12_31_18_53_07"
20150306,"16","2015_2_17_14_41_51"
20150302,"01","2014_10_30_11_38_24"
20150302,"02","2014_11_28_18_44_23"
20150302,"03/04","2014_12_31_11_20_30"
20150302,"05","2014_10_30_15_49_09"
20150302,"06","2014_10_30_15_53_39"
20150302,"07","2014_10_30_16_4_28"
20150302,"08","2014_10_30_16_13_21"
20150302,"09","2014_10_30_16_31_38"
20150302,"10","2015_2_3_9_26_23"
20150302,"11","2014_10_30_16_58_33"
20150302,"12","2014_10_30_20_1_20"
20150302,"13","2014_12_31_18_53_07"
20150302,"16","2015_2_17_14_41_51"
20150303,"01","2014_10_30_11_38_24"
20150303,"02","2014_11_28_18_44_23"
20150303,"03/04","2014_12_31_11_20_30"
20150303,"05","2014_10_30_15_49_09"
20150303,"06","2014_10_30_15_53_39"
20150303,"07","2014_10_30_16_4_28"
20150303,"08","2014_10_30_16_13_21"
20150303,"09","2014_10_30_16_31_38"
20150303,"10","2015_2_3_9_26_23"
20150303,"11","2014_10_30_16_58_33"
20150303,"12","2014_10_30_20_1_20"
20150303,"13","2014_12_31_18_53_07"
20150303,"16","2015_2_17_14_41_51"
20150304,"01","2014_10_30_11_38_24"
20150304,"02","2014_11_28_18_44_23"
20150304,"03/04","2014_12_31_11_20_30"
20150304,"05","2014_10_30_15_49_09"
20150304,"06","2014_10_30_15_53_39"
20150304,"07","2014_10_30_16_4_28"
20150304,"08","2014_10_30_16_13_21"
20150304,"09","2014_10_30_16_31_38"
20150304,"10","2015_2_3_9_26_23"
20150420,"01","2014_10_30_11_38_24"
20150420,"02","2015_4_17_9_10_36"
20150420,"03/04","2014_12_31_11_20_30"
20150420,"05","2014_10_30_15_49_09"
20150316,"01","2014_10_30_11_38_24"
20150316,"02","2014_11_28_18_44_23"
20150316,"03/04","2014_12_31_11_20_30"
20150316,"05","2014_10_30_15_49_09"
20150316,"06","2014_10_30_15_53_39"
20150316,"07","2014_10_30_16_4_28"
20150316,"08","2014_10_30_16_13_21"
20150316,"09","2014_10_30_16_31_38"
20150316,"10","2015_2_3_9_26_23"
20150316,"11","2014_10_30_16_58_33"
20150316,"12","2014_10_30_20_1_20"
20150316,"13","2014_12_31_18_53_07"
20150316,"16","2015_2_17_14_41_51"
20150317,"01","2014_10_30_11_38_24"
20150317,"02","2014_11_28_18_44_23"
20150317,"03/04","2014_12_31_11_20_30"
20150317,"05","2014_10_30_15_49_09"
20150317,"06","2014_10_30_15_53_39"
20150317,"07","2014_10_30_16_4_28"
20150317,"08","2014_10_30_16_13_21"
20150317,"09","2014_10_30_16_31_38"
20150317,"10","2015_2_3_9_26_23"
20150317,"11","2014_10_30_16_58_33"
20150317,"12","2014_10_30_20_1_20"
20150317,"13","2014_12_31_18_53_07"
20150317,"16","2015_2_17_14_41_51"
20150420,"06","2014_10_30_15_53_39"
20150420,"07","2014_10_30_16_4_28"
20150420,"08","2014_10_30_16_13_21"
20150420,"09","2014_10_30_16_31_38"
20150420,"10","2015_4_2_10_29_29"
20150420,"11","2015_4_2_10_31_39"
20150420,"12","2014_10_30_20_1_20"
20150420,"13","2014_12_31_18_53_07"
20150420,"16","2015_4_8_10_56_60"
20150421,"01","2014_10_30_11_38_24"
20150427,"02","2015_4_17_9_10_36"
20150427,"03/04","2014_12_31_11_20_30"
20150427,"05","2014_10_30_15_49_09"
20150421,"02","2015_4_17_9_10_36"
20150421,"03/04","2014_12_31_11_20_30"
20150421,"05","2014_10_30_15_49_09"
20150421,"06","2014_10_30_15_53_39"
20150421,"07","2014_10_30_16_4_28"
20150421,"08","2014_10_30_16_13_21"
20150421,"09","2014_10_30_16_31_38"
20150421,"10","2015_4_2_10_29_29"
20150421,"11","2015_4_2_10_31_39"
20150421,"12","2014_10_30_20_1_20"
20150421,"13","2014_12_31_18_53_07"
20150421,"16","2015_4_8_10_56_60"
20150422,"01","2014_10_30_11_38_24"
20150422,"02","2015_4_17_9_10_36"
20150422,"03/04","2014_12_31_11_20_30"
20150422,"05","2014_10_30_15_49_09"
20150422,"06","2014_10_30_15_53_39"
20150422,"07","2014_10_30_16_4_28"
20150422,"08","2014_10_30_16_13_21"
20150422,"09","2014_10_30_16_31_38"
20150422,"10","2015_4_2_10_29_29"
20150422,"11","2015_4_2_10_31_39"
20150422,"12","2014_10_30_20_1_20"
20150422,"13","2014_12_31_18_53_07"
20150422,"16","2015_4_8_10_56_60"
20150423,"01","2014_10_30_11_38_24"
20150423,"02","2015_4_17_9_10_36"
20150423,"03/04","2014_12_31_11_20_30"
20150423,"05","2014_10_30_15_49_09"
20150423,"06","2014_10_30_15_53_39"
20150423,"07","2014_10_30_16_4_28"
20150423,"08","2014_10_30_16_13_21"
20150423,"09","2014_10_30_16_31_38"
20150423,"10","2015_4_2_10_29_29"
20150423,"11","2015_4_2_10_31_39"
20150423,"12","2014_10_30_20_1_20"
20150423,"13","2014_12_31_18_53_07"
20150423,"16","2015_4_8_10_56_60"
20150424,"01","2014_10_30_11_43_26"
20150424,"02","2015_4_17_9_13_53"
20150424,"03/04","2014_12_31_11_20_30"
20150424,"05","2014_10_30_15_49_09"
20150424,"06","2014_10_30_15_53_39"
20150424,"07","2014_10_30_16_4_28"
20150424,"08","2014_10_30_16_13_21"
20150424,"09","2014_10_30_16_31_38"
20150424,"10","2015_4_2_10_29_29"
20150424,"11","2015_4_2_10_31_39"
20150427,"06","2014_10_30_15_53_39"
20150427,"07","2014_10_30_16_4_28"
20150427,"08","2014_10_30_16_13_21"
20150427,"09","2014_10_30_16_31_38"
20150427,"10","2015_4_2_10_29_29"
20150427,"11","2015_4_2_10_31_39"
20150427,"12","2014_10_30_20_1_20"
20150427,"13","2014_12_31_18_53_07"
20150427,"16","2015_4_8_10_56_60"
20150428,"01","2014_10_30_11_38_24"
20150428,"02","2015_4_17_9_10_36"
20150428,"03/04","2014_12_31_11_20_30"
20150428,"05","2014_10_30_15_49_09"
20150428,"06","2014_10_30_15_53_39"
20150428,"07","2014_10_30_16_4_28"
20150428,"08","2014_10_30_16_13_21"
20150428,"09","2014_10_30_16_31_38"
20150428,"10","2015_4_2_10_29_29"
20150428,"11","2015_4_2_10_31_39"
20150428,"12","2014_10_30_20_1_20"
20150428,"13","2014_12_31_18_53_07"
20150428,"16","2015_4_8_10_56_60"
20150429,"01","2014_10_30_11_38_24"
20150429,"02","2015_4_17_9_10_36"
20150429,"03/04","2014_12_31_11_20_30"
20150429,"05","2014_10_30_15_49_09"
20150429,"06","2014_10_30_15_53_39"
20150429,"07","2014_10_30_16_4_28"
20150429,"08","2014_10_30_16_13_21"
20150429,"09","2014_10_30_16_31_38"
20150429,"10","2015_4_2_10_29_29"
20150429,"11","2015_4_2_10_31_39"
20150429,"12","2014_10_30_20_1_20"
20150429,"13","2014_12_31_18_53_07"
20150429,"16","2015_4_8_10_56_60"
20150430,"01","2014_10_30_11_43_26"
20150430,"02","2014_10_30_15_9_26"
20150430,"03/04","2014_12_31_11_20_30"
20150430,"05","2014_10_30_15_49_09"
20150430,"06","2014_10_30_15_59_41"
20150430,"07","2014_10_30_16_4_28"
20150430,"08","2014_10_30_16_19_23"
20150430,"09","2014_10_30_16_40_46"
20150430,"10","2015_4_2_10_29_29"
20150430,"11","2015_4_2_10_31_39"
20150430,"12","2014_10_30_20_1_20"
20150430,"13","2014_12_31_18_53_07"
20150430,"16","2015_4_8_10_56_60"
20150501,"03/04","2014_12_31_18_25_05"
20150501,"05","2014_10_30_15_51_10"
20150501,"06","2014_10_30_15_56_40"
20150501,"07","2014_10_30_16_7_31"
20150501,"08","2014_10_30_16_16_22"
20150501,"09","2014_10_30_16_34_39"
20150501,"10","2015_4_2_10_28_24"
20150501,"11","2014_10_30_17_3_36"
20150501,"12","2014_10_30_20_0_19"
20150501,"13","2014_12_31_18_54_08"
20150501,"16","2015_4_8_10_55_56"
20150502,"01","2014_10_30_11_40_25"
20150502,"02","2014_10_30_15_6_25"
20150501,"01","2014_10_30_11_40_25"
20150502,"03/04","2014_12_31_18_25_05"
20150502,"05","2014_10_30_15_51_10"
20150502,"06","2014_10_30_15_56_40"
20150502,"07","2014_10_30_16_7_31"
20150502,"08","2014_10_30_16_16_22"
20150502,"09","2014_10_30_16_34_39"
20150502,"10","2015_4_2_10_28_24"
20150502,"11","2014_10_30_17_3_36"
20150502,"12","2014_10_30_20_0_19"
20150502,"13","2014_12_31_18_54_08"
20150502,"16","2015_4_8_10_55_56"
20150503,"01","2014_10_30_11_40_25"
20150503,"02","2014_10_30_15_6_25"
20150424,"12","2014_10_30_20_1_20"
20150424,"13","2014_12_31_18_53_07"
20150424,"16","2015_4_8_10_56_60"
20150425,"01","2014_10_30_11_40_25"
20150425,"02","2015_4_17_9_11_38"
20150425,"03/04","2014_12_31_18_25_05"
20150425,"05","2014_10_30_15_51_10"
20150425,"06","2014_10_30_15_56_40"
20150425,"07","2014_10_30_16_7_31"
20150425,"08","2014_10_30_16_16_22"
20150425,"09","2014_10_30_16_34_39"
20150425,"10","2015_4_2_10_28_24"
20150425,"11","2014_10_30_17_3_36"
20150425,"12","2014_10_30_20_0_19"
20150425,"13","2014_12_31_18_54_08"
20150425,"16","2015_4_8_10_55_56"
20150426,"01","2014_10_30_11_40_25"
20150426,"02","2015_4_17_9_11_38"
20150426,"03/04","2014_12_31_18_25_05"
20150426,"05","2014_10_30_15_51_10"
20150426,"06","2014_10_30_15_56_40"
20150426,"07","2014_10_30_16_7_31"
20150426,"08","2014_10_30_16_16_22"
20150426,"09","2014_10_30_16_34_39"
20150426,"10","2015_4_2_10_28_24"
20150426,"11","2014_10_30_17_3_36"
20150426,"12","2014_10_30_20_0_19"
20150426,"13","2014_12_31_18_54_08"
20150426,"16","2015_4_8_10_55_56"
20150427,"01","2014_10_30_11_38_24"
20150313,"01","2014_10_30_11_43_26"
20150501,"02","2014_10_30_15_6_25"
20141213,"03/04","2014_12_31_11_48_05"
20141213,"05","2014_10_30_15_49_09"
20141213,"06","2014_10_30_15_53_39"
20141213,"07","2014_10_30_16_4_28"
20141213,"08","2014_10_30_16_13_21"
20141213,"09","2014_10_30_16_31_38"
20141213,"10","2014_10_30_16_47_21"
20141213,"11","2014_10_30_16_58_33"
20141213,"12","2014_10_30_20_1_20"
20141213,"13","2014_12_31_18_53_07"
20141213,"16","2014_12_31_18_56_42"
20141214,"01","2014_10_30_11_38_24"
20141214,"02","2014_11_28_18_44_23"
20141214,"03/04","2014_12_31_11_48_05"
20141214,"05","2014_10_30_15_49_09"
20141214,"06","2014_10_30_15_53_39"
20141214,"07","2014_10_30_16_4_28"
20141214,"08","2014_10_30_16_13_21"
20141214,"09","2014_10_30_16_31_38"
20141214,"10","2014_10_30_16_47_21"
20141214,"11","2014_10_30_16_58_33"
20141214,"12","2014_10_30_20_1_20"
20141214,"13","2014_12_31_18_53_07"
20141214,"16","2014_12_31_18_56_42"
20141215,"01","2014_10_30_11_38_24"
20141215,"02","2014_11_28_18_44_23"
20141215,"03/04","2014_12_31_11_48_05"
20141215,"05","2014_10_30_15_49_09"
20141215,"06","2014_10_30_15_53_39"
20141215,"07","2014_10_30_16_4_28"
20141215,"08","2014_10_30_16_13_21"
20141215,"09","2014_10_30_16_31_38"
20141215,"10","2014_10_30_16_47_21"
20141215,"11","2014_10_30_16_58_33"
20141215,"12","2014_10_30_20_1_20"
20141215,"13","2014_12_31_18_53_07"
20141215,"16","2014_12_31_18_56_42"
20141216,"01","2014_10_30_11_38_24"
20141216,"02","2014_11_28_18_44_23"
20141216,"03/04","2014_12_31_11_48_05"
20141216,"05","2014_10_30_15_49_09"
20141216,"06","2014_10_30_15_53_39"
20141216,"07","2014_10_30_16_4_28"
20141216,"08","2014_10_30_16_13_21"
20141216,"09","2014_10_30_16_31_38"
20141216,"10","2014_10_30_16_47_21"
20141216,"11","2014_10_30_16_58_33"
20141216,"12","2014_10_30_20_1_20"
20141216,"13","2014_12_31_18_53_07"
20141216,"16","2014_12_31_18_56_42"
20141217,"01","2014_10_30_11_38_24"
20141217,"02","2014_11_28_18_44_23"
20141217,"03/04","2014_12_31_11_48_05"
20141217,"05","2014_10_30_15_49_09"
20141217,"06","2014_10_30_15_53_39"
20141217,"07","2014_10_30_16_4_28"
20141217,"08","2014_10_30_16_13_21"
20141217,"09","2014_10_30_16_31_38"
20141217,"10","2014_10_30_16_47_21"
20141217,"11","2014_10_30_16_58_33"
20141217,"12","2014_10_30_20_1_20"
20141217,"13","2014_12_31_18_53_07"
20141217,"16","2014_12_31_18_56_42"
20141218,"01","2014_10_30_11_38_24"
20141218,"02","2014_11_28_18_44_23"
20141218,"03/04","2014_12_31_11_48_05"
20141218,"05","2014_10_30_15_49_09"
20141218,"06","2014_10_30_15_53_39"
20141218,"07","2014_10_30_16_4_28"
20141218,"08","2014_10_30_16_13_21"
20141218,"09","2014_10_30_16_31_38"
20141218,"10","2014_10_30_16_47_21"
20141218,"11","2014_10_30_16_58_33"
20141218,"12","2014_10_30_20_1_20"
20141218,"13","2014_12_31_18_53_07"
20141218,"16","2014_12_31_18_56_42"
20141227,"01","2014_10_30_11_38_24"
20141227,"02","2014_11_28_18_44_23"
20141227,"03/04","2014_12_31_11_48_05"
20141227,"05","2014_10_30_15_49_09"
20141227,"06","2014_10_30_15_53_39"
20141227,"07","2014_10_30_16_4_28"
20141227,"08","2014_10_30_16_13_21"
20141227,"09","2014_10_30_16_31_38"
20141227,"10","2014_10_30_16_47_21"
20141227,"11","2014_10_30_16_58_33"
20141227,"12","2014_10_30_20_1_20"
20141227,"13","2014_12_31_18_53_07"
20141227,"16","2014_12_31_18_56_42"
20141228,"01","2014_10_30_11_38_24"
20141228,"02","2014_11_28_18_44_23"
20141228,"03/04","2014_12_31_11_48_05"
20141228,"05","2014_10_30_15_49_09"
20141228,"06","2014_10_30_15_53_39"
20141228,"07","2014_10_30_16_4_28"
20141228,"08","2014_10_30_16_13_21"
20141228,"09","2014_10_30_16_31_38"
20141228,"10","2014_10_30_16_47_21"
20141228,"11","2014_10_30_16_58_33"
20141228,"12","2014_10_30_20_1_20"
20141228,"13","2014_12_31_18_53_07"
20141228,"16","2014_12_31_18_56_42"
20141229,"01","2014_10_30_11_38_24"
20141229,"02","2014_11_28_18_44_23"
20141229,"03/04","2014_12_31_11_48_05"
20141229,"05","2014_10_30_15_49_09"
20141229,"06","2014_10_30_15_53_39"
20141229,"07","2014_10_30_16_4_28"
20141229,"08","2014_10_30_16_13_21"
20141229,"09","2014_10_30_16_31_38"
20141229,"10","2014_10_30_16_47_21"
20141229,"11","2014_10_30_16_58_33"
20141229,"12","2014_10_30_20_1_20"
20141229,"13","2014_12_31_18_53_07"
20141229,"16","2014_12_31_18_56_42"
20141230,"01","2014_10_30_11_38_24"
20141230,"02","2014_11_28_18_44_23"
20141230,"03/04","2014_12_31_11_48_05"
20141230,"05","2014_10_30_15_49_09"
20141230,"06","2014_10_30_15_53_39"
20141230,"07","2014_10_30_16_4_28"
20141230,"08","2014_10_30_16_13_21"
20141230,"09","2014_10_30_16_31_38"
20141230,"10","2014_10_30_16_47_21"
20141230,"11","2014_10_30_16_58_33"
20141230,"12","2014_10_30_20_1_20"
20141230,"13","2014_12_31_18_53_07"
20141230,"16","2014_12_31_18_56_42"
20141231,"01","2014_10_30_11_38_24"
20141231,"02","2014_11_28_18_44_23"
20141231,"03/04","2014_12_31_11_48_05"
20141231,"05","2014_10_30_15_49_09"
20141231,"06","2014_10_30_15_53_39"
20141231,"07","2014_10_30_16_4_28"
20141231,"08","2014_10_30_16_13_21"
20141231,"09","2014_10_30_16_31_38"
20141231,"10","2014_10_30_16_47_21"
20141231,"11","2014_10_30_16_58_33"
20141231,"12","2014_10_30_20_1_20"
20141231,"13","2014_12_31_18_53_07"
20141231,"16","2014_12_31_18_56_42"
20150107,"02","2014_11_28_18_44_23"
20150107,"03/04","2014_12_31_11_20_30"
20150107,"05","2014_10_30_15_49_09"
20150107,"06","2014_10_30_15_53_39"
20150107,"07","2014_10_30_16_4_28"
20150107,"08","2014_10_30_16_13_21"
20150107,"09","2014_10_30_16_31_38"
20150107,"10","2014_10_30_16_47_21"
20150107,"11","2014_10_30_16_58_33"
20150107,"12","2014_10_30_20_1_20"
20150107,"13","2014_12_31_18_53_07"
20150107,"16","2014_12_31_18_56_42"
20150106,"01","2014_10_30_11_38_24"
20150108,"02","2014_11_28_18_44_23"
20150108,"03/04","2014_12_31_11_20_30"
20150108,"05","2014_10_30_15_49_09"
20150108,"06","2014_10_30_15_53_39"
20150108,"07","2014_10_30_16_4_28"
20150108,"08","2014_10_30_16_13_21"
20150108,"09","2014_10_30_16_31_38"
20150108,"10","2014_10_30_16_47_21"
20150108,"11","2014_10_30_16_58_33"
20150108,"12","2014_10_30_20_1_20"
20150108,"13","2014_12_31_18_53_07"
20150108,"16","2014_12_31_18_56_42"
20150107,"01","2014_10_30_11_38_24"
20150106,"02","2014_11_28_18_44_23"
20150106,"03/04","2014_12_31_11_20_30"
20150106,"05","2014_10_30_15_49_09"
20150106,"06","2014_10_30_15_53_39"
20150106,"07","2014_10_30_16_4_28"
20150106,"08","2014_10_30_16_13_21"
20150106,"09","2014_10_30_16_31_38"
20150106,"10","2014_10_30_16_47_21"
20150106,"11","2014_10_30_16_58_33"
20150106,"12","2014_10_30_20_1_20"
20150106,"13","2014_12_31_18_53_07"
20150106,"16","2014_12_31_18_56_42"
20150105,"01","2014_10_30_11_38_24"
20150108,"01","2014_10_30_11_38_24"
20150105,"02","2014_11_28_18_44_23"
20150105,"03/04","2014_12_31_11_20_30"
20150105,"05","2014_10_30_15_49_09"
20150105,"06","2014_10_30_15_53_39"
20150105,"07","2014_10_30_16_4_28"
20150105,"08","2014_10_30_16_13_21"
20150105,"09","2014_10_30_16_31_38"
20150105,"10","2014_10_30_16_47_21"
20150105,"11","2014_10_30_16_58_33"
20150105,"12","2014_10_30_20_1_20"
20150105,"13","2014_12_31_18_53_07"
20150105,"16","2014_12_31_18_56_42"
20150104,"01","2014_10_30_11_38_24"
20150104,"02","2014_11_28_18_44_23"
20150104,"03/04","2014_12_31_11_20_30"
20150104,"05","2014_10_30_15_49_09"
20150104,"06","2014_10_30_15_53_39"
20150104,"07","2014_10_30_16_4_28"
20150104,"08","2014_10_30_16_13_21"
20150104,"09","2014_10_30_16_31_38"
20150104,"10","2014_10_30_16_47_21"
20150104,"11","2014_10_30_16_58_33"
20150104,"12","2014_10_30_20_1_20"
20150104,"13","2014_12_31_18_53_07"
20150104,"16","2014_12_31_18_56_42"
20150215,"01","2014_10_30_11_38_24"
20150215,"02","2014_11_28_18_44_23"
20150215,"03/04","2014_12_31_11_20_30"
20150215,"05","2014_10_30_15_49_09"
20150215,"06","2014_10_30_15_53_39"
20150215,"07","2014_10_30_16_4_28"
20150215,"08","2014_10_30_16_13_21"
20150215,"09","2014_10_30_16_31_38"
20150215,"10","2015_2_3_9_26_23"
20150215,"11","2014_10_30_16_58_33"
20150215,"12","2014_10_30_20_1_20"
20150215,"13","2014_12_31_18_53_07"
20150215,"16","2014_12_31_18_56_42"
20150216,"01","2014_10_30_11_38_24"
20150216,"02","2014_11_28_18_44_23"
20150216,"03/04","2015_2_17_14_30_13"
20150216,"05","2014_10_30_15_49_09"
20150216,"06","2014_10_30_15_53_39"
20150216,"07","2014_10_30_16_4_28"
20150216,"08","2014_10_30_16_13_21"
20150216,"09","2014_10_30_16_31_38"
20150216,"10","2015_2_3_9_26_23"
20150216,"11","2014_10_30_16_58_33"
20150216,"12","2014_10_30_20_1_20"
20150216,"13","2014_12_31_18_53_07"
20150216,"16","2014_12_31_18_56_42"
20150217,"01","2014_10_30_11_43_26"
20150217,"02","2014_10_30_15_9_26"
20150217,"03/04","2015_2_17_14_30_13"
20150217,"05","2014_10_30_15_49_09"
20150217,"06","2014_10_30_15_53_39"
20150217,"07","2014_10_30_16_4_28"
20150217,"08","2014_10_30_16_13_21"
20150217,"09","2014_10_30_16_31_38"
20150217,"10","2015_2_3_9_26_23"
20150217,"11","2014_10_30_16_58_33"
20150217,"12","2014_10_30_20_1_20"
20150217,"13","2014_12_31_18_53_07"
20150217,"16","2014_12_31_18_56_42"
20150218,"03/04","2015_2_17_14_32_15"
20150218,"05","2014_10_30_15_51_10"
20150218,"06","2014_10_30_15_56_40"
20150218,"07","2014_10_30_16_7_31"
20150218,"08","2014_10_30_16_16_22"
20150218,"09","2014_10_30_16_34_39"
20150218,"10","2015_2_3_9_26_23"
20150218,"11","2014_10_30_17_3_36"
20150218,"12","2014_10_30_20_0_19"
20150218,"13","2014_12_31_18_54_08"
20150218,"16","2014_12_31_18_56_42"
20150220,"01","2014_10_30_11_40_25"
20150220,"02","2014_10_30_15_6_25"
20150219,"01","2014_10_30_11_40_25"
20150219,"02","2014_10_30_15_6_25"
20150219,"03/04","2015_2_17_14_32_15"
20150219,"05","2014_10_30_15_51_10"
20150219,"06","2014_10_30_15_56_40"
20150219,"07","2014_10_30_16_7_31"
20150219,"08","2014_10_30_16_16_22"
20150219,"09","2014_10_30_16_34_39"
20150219,"10","2015_2_3_9_26_23"
20150219,"11","2014_10_30_17_3_36"
20150219,"12","2014_10_30_20_0_19"
20150219,"13","2014_12_31_18_54_08"
20150219,"16","2014_12_31_18_56_42"
20150218,"01","2014_10_30_11_38_24"
20150218,"02","2014_10_30_15_6_25"
20150220,"03/04","2015_2_17_14_32_15"
20150220,"05","2014_10_30_15_51_10"
20150220,"06","2014_10_30_15_56_40"
20150220,"07","2014_10_30_16_7_31"
20150220,"08","2014_10_30_16_16_22"
20150220,"09","2014_10_30_16_34_39"
20150220,"10","2015_2_3_9_26_23"
20150220,"11","2014_10_30_17_5_37"
20150220,"12","2014_10_30_20_0_19"
20150220,"13","2014_12_31_18_54_08"
20150220,"16","2014_12_31_18_56_42"
20150221,"01","2014_10_30_11_40_25"
20150221,"02","2014_10_30_15_6_25"
20150221,"03/04","2015_2_17_14_32_15"
20150221,"05","2014_10_30_15_51_10"
20150221,"06","2014_10_30_15_56_40"
20150221,"07","2014_10_30_16_7_31"
20150221,"08","2014_10_30_16_16_22"
20150221,"09","2014_10_30_16_34_39"
20150221,"10","2015_2_3_9_26_23"
20150221,"11","2014_10_30_17_3_36"
20150221,"12","2014_10_30_20_0_19"
20150221,"13","2014_12_31_18_54_08"
20150221,"16","2014_12_31_18_56_42"
20150222,"01","2014_10_30_11_40_25"
20150222,"02","2014_10_30_15_6_25"
20150222,"03/04","2015_2_17_14_32_15"
20150222,"05","2014_10_30_15_51_10"
20150222,"06","2014_10_30_15_56_40"
20150222,"07","2014_10_30_16_7_31"
20150222,"08","2014_10_30_16_16_22"
20150222,"09","2014_10_30_16_34_39"
20150222,"10","2015_2_3_9_26_23"
20150222,"11","2014_10_30_17_3_36"
20150222,"12","2014_10_30_20_0_19"
20150222,"13","2014_12_31_18_54_08"
20150222,"16","2014_12_31_18_56_42"
20150223,"01","2014_10_30_11_40_25"
20150223,"02","2014_10_30_15_6_25"
20150223,"03/04","2015_2_17_14_32_15"
20150223,"05","2014_10_30_15_51_10"
20150223,"06","2014_10_30_15_56_40"
20150223,"07","2014_10_30_16_7_31"
20150223,"08","2014_10_30_16_16_22"
20150223,"09","2014_10_30_16_34_39"
20150223,"10","2015_2_3_9_26_23"
20150223,"11","2014_10_30_17_3_36"
20150223,"12","2014_10_30_20_0_19"
20150223,"13","2014_12_31_18_54_08"
20150223,"16","2014_12_31_18_56_42"
20150224,"01","2014_10_30_11_40_25"
20150224,"02","2014_10_30_15_6_25"
20150224,"03/04","2015_2_17_14_32_15"
20150224,"05","2014_10_30_15_51_10"
20150224,"06","2014_10_30_15_56_40"
20150224,"07","2014_10_30_16_7_31"
20150224,"08","2014_10_30_16_16_22"
20150224,"09","2014_10_30_16_34_39"
20150224,"10","2015_2_3_9_26_23"
20150224,"11","2014_10_30_17_3_36"
20150224,"12","2014_10_30_20_0_19"
20150224,"13","2014_12_31_18_54_08"
20150224,"16","2014_12_31_18_56_42"
20150225,"01","2014_10_30_11_38_24"
20150225,"02","2014_11_28_18_44_23"
20150225,"03/04","2015_2_17_14_30_13"
20150225,"05","2014_10_30_15_49_09"
20150225,"06","2014_10_30_15_53_39"
20150225,"07","2014_10_30_16_4_28"
20150225,"08","2014_10_30_16_13_21"
20150225,"09","2014_10_30_16_31_38"
20150225,"10","2015_2_3_9_26_23"
