ST_NO,"FACILITY_DESCP","TYPE","TOILET_INSIDE","FACILITY_DESCP_EN"			
1046,"1号口:虹桥路 水城路,2号口:虹桥路 水城南路,3号口:虹桥路 ","2","","Exit 1:Hongqiao Rd Shuicheng Rd,Exit 2:Hongqiao Rd South Shuicheng Rd,Exit 3:Hongqiao Rd"			
1046,"10号线:非付费区  近3号口","1","0","Line 10:Non-paying zone  Near Exit 3"			
1047,"10号线:非付费区  近1号口","1","0","Line 10:Non-paying zone  Near Exit 1"			
1047,"1号口:虹桥路 伊犁路,3号口:日本高岛屋,4号口:虹桥路古北路","2","","Exit 1:Hongqiao Rd Yili Rd,Exit 3:Japan Takashima House,Exit 4:Hongqiao Rd"			
1047,"1号无障碍电梯 4号出入口站厅层位置（虹桥路）站厅公共区域直达地面层,2号无障碍电梯 站厅中部位置站厅层直达站台层","3","","Accessible Lift 1:public area of station hall near Exit 4 to ground,Accessible Lift 2:center of station hall to platform"			
1048,"10号线:非付费区  近1号口","1","0","Line 10:Non-paying zone  Near Exit 1"			
1048,"1号口:虹桥路,2号口:虹桥路 宋园路","2","","Exit 1:Hongqiao Rd,2 Hongqiao Rd Songyuan Rd"			
1048,"1号无障碍电梯 1号出入口站厅层位置（虹桥路）站厅公共区域直达地面层,2号无障碍电梯 站厅中部位置站厅层直达站台层,3号无障碍电梯 站厅西侧位置站厅层直达站台层","3","","Accessible Lift 1public area of station hall near Exit 1 to ground,Accessible Lift 2:center of station hall to platform,Accessible Lift 3: west of station hall to platform"			
1049,"10号线:直升梯  地面-站厅  近6号口,10号线:直升梯  站厅-站台  站厅站台中间","3","","Line 10:Helicopter ladder  The ground station hall  Near Exit 6,Line 10:Helicopter ladder  The station hall to the platform  The station hall central platform"			
1049,",4号口:虹桥路 淮海西路,6号口:虹桥路 凯旋路","2","","Exit 4:Hongqiao Rd West Huaihai Rd,Exit 6:Kaixuan Rd"			
1049,"3号线:非付费区  近2号口,4号线:非付费区  近2号口,10号线:非付费区  近4号口","1","0,0,0","Line 3:Non-paying zone  Near Exit 2,Line 4:Non-paying zone  Near Exit 2,Line 10:Non-paying zone  Near Exit 4"			
1050,"10号线:非付费区  近5号口,11号线:非付费区  近10号线5号口","1","0,0","Line 10:Non-paying zone  Near Exit 5,Line 11:Non-paying zone  Near Line 10 Exit 5"			
1050,"1号口:淮海中路华山路,2号口:淮海西路华山路,3号口:淮海西路华山路,4号口:淮海西路华山路,5号口:淮海西路法华镇路,6号口:华山路,7号口:淮海中路华山路","2","","Exit 1:Middle Huaihai Rd Huahsan Rd,Exit 2:West Huaihai Rd Huashan Rd,Exit 3:West Huahai  Rd Huashan Rd,Exit 4:West Huaihai Rd,Exit 5:West Huaihai Rd Fahauzhen Rd,Exit 6:Huashan Rd,Exit: 9,Exit 7: Huashan Rd"			
1050,"1号无障碍电梯 5号出入口站厅层位置（法华镇路）站厅公共区域直达地面层,2号无障碍电梯 站厅中部位置站厅层直达站台层","3","","Accessible Lift 1:public area of station hall near Exit 5 to ground,Accessible Lift 2:middle of station hall to platform"			
1051,"1号口:淮海中路,2号口:淮海中路,3号口:淮海中路靠近高安路","2","","Exit 1:Middle Huaihai Rd,Exit 2:Middle Huaihai Rd,Exit 3:Middle Huaihai Rd near Gao'an Rd"			
1051,"10号线:非付费区  近1号口","1","0","Line 10:Non-paying zone  Near Exit 1"			
1051,"1号无障碍电梯 1号出入口位置（淮海中路）站外直达站厅,2号无障碍电梯 站厅收费区内中间位置站厅直达站台","3","","Accessible Lift 1:Exit 1 to station hall,Accessible Lift 2:center of paid area to platform"			
1052,"1号线:付费区  往莘庄方向站台车头,10号线:非付费区  近7号口","1","1,0","Line 1:Pay Zone  Xinzhuang direction to the front of the platform,Line 10:Non-paying zone  Near Exit 7"			
1052,"6号口:陕西南路,7号口:襄阳南路南昌路","2","","Exit 1:Middle Huaihai Rd South Shaanxi Rd,Exit 2:South Shaanxi Rd Middle Huaihai Rd,Exit 3:Middle Huaihai Rd South Maoming Rd,Exit 4:South Maoming Rd Middle,Exit 6:South Shaanxi Rd,Exit 7:Xiangyang South Rd,Nanchang Rd"			
1052,"10号线:直升梯  地面-站厅  近6号口,10号线:直升梯  站厅-站台  站厅站台中间","3","","Line 10:Helicopter ladder  The ground station hall  Near Exit 6,Line 10:Helicopter ladder  The station hall to the platform  The station hall central platform"			
1053,"10号线:非付费区  近6号口","1","0","Line 10:Non-paying zone  Near Exit 6"			
1053,"1号口:复兴中路黄陂南路,2号口:复兴中路黄陂南路,6号口:复兴中路马当路","2","","Exit 1:Middle Fuxing Rd,South Huangpi Rd,Exit 2:Middle Fuxing Rd,South Huangpi Rd,Exit 6:Middle Fuxing Rd,Madang Rd"			
1053,"1号无障碍电梯 航中路站方向中部（站台至站厅）,2号无障碍电梯 新江湾城站方向中部（站台至站厅）","3","","Accessible Lift 1:middle of platform towards Hangzhong Road Station to station hall,Accessible Lift 2:middle of platform towards Xinjiangwancheng Station to station hall"			
1054,"1号口:复兴东路西藏南路,3号口:西藏南路肇周路,4号口:西藏南路复兴中路,6号口:人民路,7号口:中华路,8号口:西藏南路复兴东路","2","","Exit 1:East Fuxing Rd South Xizang Rd,Exit 3:South Xizang Rd Zhaozhou Rd,Exit 4:South Xizang Rd Middle Fuxing Rd,Exit 6:Renmin Rd,Exit 7:Zhonghua Rd,Exit 8:South Xizang Rd East Fuxing Rd"			
1054,"8号线:付费区  往沈杜公路方向车头,10号线:非付费区  近6号口","1","1,0","Line 8:Pay Zone  Shendu Highway direction to the front of the platform,Line 10:Non-paying zone  Near Exit 6"			
1054,"1号无障碍电梯 站厅南端靠近车控室站厅直达站台,2号无障碍电梯 2号口（暂未开通）位置站厅通往站外（西藏南路）,3号无障碍电梯 站厅收费区内中间位置站厅直达站台","3","","Accessible Lift 1:south of station hall near Control Room to platform,Accessible Lift 2:station hall near Exit 2Unavailable to outsideSouth Xizang Road,Accessible Lift 3: center of paid area in station hall to platform"			
1055,"10号线:非付费区  近3号口","1","0","Line 10:Non-paying zone  Near Exit 3"			
1055,"1号口:河南南路 人民路,3号口:河南南路 福佑路,4号口:河南南路 人民路","2","","Exit 1:Henan South Rd Renmin Rd,Exit 3:Henan South Rd Fuyou Rd,Exit 4:South Henan Rd Renmin Rd"			
1055,"1号无障碍电梯 1号出入口位置站外直达站厅,2号无障碍电梯 站厅直达站台和设备层","3","","Accessible Lift 1:outside of Exit 1 to station hall,Accessible Lift 2:station hall to equipment floor"			
1056,"2号线:付费区  往广兰路方向车尾,10号线:非付费区  近6号口","1","1,0","Line 2:Pay Zone  Guanglan Rd direction to the rear of the platform,Line 10:Non-paying zone  Near Exit 6"			
1056,"1号口:山西南路 南京东路,2号口:南京东路河南中路,3号口:山东中路,4号口:南京东路,5号口:天津路河南中路,6号口:宁波路河南中路,7号口:天津路河南中路","2","","Exit 1:South Shanxi Rd East Nanjing Rd,Exit 2:East Nanjing Rd,Exit 3:Middle Shandong Rd,Exit 4:East Nanjing Rd,Exit 5:South Tianjin Rd Middle Henan Rd,Exit 6:Middle Henan Rd,Exit 7:East Nanjing Rd"			
1056,"10号线:直升梯  地面-站厅  近6号口,10号线:直升梯  站厅-站台  站厅站台中间","3","","Line 10:Helicopter ladder  The ground station hall  Near Exit 6,Line 10:Helicopter ladder  The station hall to the platform  The station hall central platform"			
1057,"10号线:非付费区  近1号口,12号线:非付费区  靠近车控室","1","0,0","Line 10:Non-paying zone  Near Exit 1,Line 12:Non-paying zone  Next to the control room"			
1057,"1号口:河南北路 七浦路,5号口:河南北路 天潼路,6号口:河南北路 七浦路","2","","Exit 1:North Henan Rd Qipu Rd,Exit 5:North Henan Rd Tiantong Rd,Exit 6:North Henan Rd Qipu Rd"			
1057,"1号无障碍电梯 1号、3号中间站厅费区外至站厅","3","","Accessible Lift 1:station hall between Exit 1 and Exit 3 to station hall"			
1058,"10号线:非付费区  近2号口","1","0","Line 10:Non-paying zone  Near Exit 2"			
1058,"2号口:四川北路 武进路,3号口:四川北路 武进路,4号口:四川北路 武进路","2","","Exit 2:North Sichuan Rd Wujin Rd,Exit 3:North Sichuan Rd Wujin Rd,Exit 4:North Sichuan Rd Wujin Rd"			
1058,"1号无障碍电梯 位于2号出入口（武进路东侧）站外直达站厅,2号无障碍电梯 位于站厅中间位置,站厅直达站台新江湾城站方向,3号无障碍电梯 位于站厅中间位置,站厅直达站台航中路站方向","3","","Accessible Lift 1:outside of Exit 2east of Wujin Road to station hall ,Accessible Lift 2:the middle of station hall,station hall to platformtowards Xinjiangwancheng Station,Accessible Lift 3: the middle of station hall,station hall to platformtowards Hangzhong Road Station"			
1059,"4号线:付费区  外圈车头,10号线:非付费区  近7号口","1","1,0","Line 4:Pay Zone  Outer front,Line 10:Non-paying zone  Near Exit 7"			
1059,"1号口:同嘉路,2号口:同嘉路 ,3号口:四平路 ,5号口:海伦路四平路,7号口:四平路天水路","2","","Exit 1:Tongjia Rd,Exit 2:Tongjia Rd,Exit 3:Siping Rd,Exit 3:Siping Rd,Exit 7:Siping Rd"			
1059,"10号线:直升梯  地面-站厅  近7号口,10号线:直升梯  站厅-站台  站厅站台中间","3","","Line 10:Helicopter ladder  The ground station hall  Near Exit 7,Line 10:Helicopter ladder  The station hall to the platform  The station hall central platform"			
1060,"1号口:四平路 曲阳路,2号口:四平路 曲阳路,4号口:四平路","2","","Exit 1:Siping Rd Quyang Rd,Exit 2:Siping Rd Quyang Rd,Exit 4:Siping Rd"			
1060,"1号无障碍电梯 1号出入口站外通向站厅层,2号无障碍电梯 靠1号口站厅直达站台层,3号无障碍电梯 靠4号口站厅直达站台层","3",""," Accessible Lift 1outside of Exit 1 to station hall,Accessible Lift 2:station hall near Exit 1 to platform ,Accessible Lift 3: station hall near Exit 4 to platform"			
1060,"10号线:非付费区  近2号口","1","0","Line 10:Non-paying zone  Near Exit 2"			
1061,"","3","",""			
1061,"10号线:非付费区  B区近2号口,8号线:付费区  往沈杜公路方向车头","1","0","Line 10:Non-paying zone  B area near Exit 2,Line 8:Pay Zone  Shendu Highway direction to the front of the platform"			
1061,"1号口:四平路大连路,2号口:大连路四平路,3号口:大连路四平路,4号口:大连西路四平路","2","","Exit 1:Siping RdDalian Rd,Exit 2:Dalian Rd Siping Rd,Exit 3:Dalian Rd Siping Rd,Exit 4:West Dalian Rd Siping Rd"			
1062,"1号口:四平路彰武路,2号口:四平路彰武路,5号口:四平路彰武路","2","","Exit 1:Siping Rd Zhangwu Rd,Exit 2:Siping Rd Zhangwu Rd,Exit 5:Siping Rd Zhangwu Rd"			
1062,"1号无障碍电梯 2号口（四平路彰武路南侧）站厅直达地面,2号无障碍电梯 站厅中间,站厅直达站台层","3","","Accessible Lift 1:station hall near Exit 2 to ground,Accessible Lift 2:the middle of station hall,station hall to platform"			
1062,"10号线:非付费区  近4号口","1","0","Line 10:Non-paying zone  Near Exit 4"			
1063,"3号口:四平路 国泰路,4号口:国权路 四平路","2","","Exit 3:Siping Rd Guotai Rd,Exit 4:Guoquan Rd Siping Rd"			
1063,"10号线:非付费区  近3号口","1","0","Line 10:Non-paying zone  Near Exit 3"			
1063,"1号无障碍电梯 4号出入口 站外至站厅 非付费区,2号无障碍电梯 站厅中央 站厅至站台 付费区","3","","Accessible Lift 1:Exit 4 outside to station hall out of paid area,Accessible Lift 2:center of station hall station hall to platform paid area"			
1064,"10号线:非付费区  近3号口","1","0","Line 10:Non-paying zone  Near Exit 3"			
1064,"2号口:四平路 黄兴路,3号口:四平路,4号口:四平路,5号口:四平路","2","","Exit 2:Siping Rd Huangxing Rd,Exit 3:Siping Rd,Exit 4:Siping Rd,Exit 5:Siping Rd"			
1064,"1号无障碍电梯 近3号出入口地面直达站厅层,2号无障碍电梯 站厅中部站台直达站厅层","3","","Accessible Lift 1:outside of Exit 3 to station hall,Accessible Lift 2:the middle of platform to station hall"			
1065,"1号口:淞沪路 政通路,2号口:淞沪路 政通路,3号口:百联又一城","2","","Exit 1:Songhu Rd Zhengtong Rd,Exit 2:Songhu Rd Zhengtong Rd,Exit 3:Bailian Youyicheng Shopping Mall"			
1065,"10号线:非付费区  近1号口","1","0","Line 10:Non-paying zone  Near Exit 1"			
1065,"1号无障碍电梯 近1号出入口地面直达站厅层,2号无障碍电梯 站厅中部站台直达站厅层","3","","Accessible Lift 1:outside of Exit 1 to station hall,Accessible Lift 2:the middle of platform to station hall"			
1066,"3号口:淞沪路三门路,6号口:淞沪路","2","","Exit 3:Songhu Rd Sanmen Rd,Exit 6:Songhu Rd"			
1066,"10号线:非付费区  近3号口","1","0","Line 10:Non-paying zone  Near Exit 3"			
1066,"1号无障碍电梯 近3号出入口地面直达站厅层,2号无障碍电梯 站厅中部站台直达站厅层","3","","Accessible Lift 1:outside of Exit 3 to station hall,Accessible Lift 2:the middle of platform to station hall"			
1067,"10号线:非付费区  近2号口","1","0","Line 10:Non-paying zone  Near Exit 2"			
1067,"2号口:殷高路淞沪路,4号口:淞沪路国泓路","2","","Exit 2:Songhu Rd East Yingao Rd,Exit 4:Songhu Rd Guohong Rd"			
1067,"1号无障碍电梯 近4号出入口地面直达站厅层,2号无障碍电梯 站厅中部站台直达站厅层","3","","Accessible Lift 1:outside of Exit 4 to station hall,Accessible Lift 2:the middle of platform to station hall"			
1068,"10号线:非付费区  近2号口","1","0","Line 10:Non-paying zone  Near Exit 2"			
1068,"1号口:淞沪路殷行路,2号口:淞沪路殷行路,6号口:淞沪路殷行路,7号口:淞沪路殷行路","2","","Exit 1:Husong Rd Yinhang Rd,Exit 2:Husong Rd Yinhang Rd,Exit 6:Husong Rd Yinhang Rd,Exit 7:Husong Rd Yinhang Rd"			
1068,"1号无障碍电梯 1号出入口站台直达站厅与地面","3","","Accessible Lift 1:Exit 1 of platform to station hall and ground"			
1114,"11号线:非付费区  位于车站1楼  近2号口处","1","0","Line 11:Non-paying zone  On the first floor of the station  Near Exit 2"			
1114,"1/2号无障碍电梯:站台到站厅,3号无障碍电梯:地面到站厅 2号口外","3","","Accessible Lift 1/2:From platform to hall,Accessible Lift 3:from ground to hall near Exit 2"			
1114,"1号口:光明路,2号口:光明路 沿沪大道","2","","Exit 1:Guangming Rd,Exit 2:Guangming Rd Yanhu Avenue"			
1115,"1号口:光明路,2号口:光明路","2","","Exit 1:Guangming Rd,Exut 2: Guangming Rd"			
1115,"1/2号无障碍电梯:站厅到地面,3/4号无障碍电梯:站台到站厅","3","","Accessible Lift 1/2:from ground to hall,Accessible Lift 3/4:from platform to hall"			
1115,"11号线:付费区  位于站厅西面 1、2号口中间","1","1","Line 11:Pay Zone  In west station hall 1, 2 mouth"			
1116,"11号线:付费区  位于站厅西面  车控室旁","1","1","Line 11:Pay Zone  West station hall  Next to the control room"			
1116,"1号口:曹安公路 曹新路,2号口:曹安公路 寰盛路","2","","Exit 1:Caoan Highway Caoxin Rd,Exit 2:Caoan Highway Huansheng Rd"			
1116,"1号无障碍电梯:站厅到地面 近2号口,2号无障碍电梯:站台到站厅,3号无障碍电梯:站厅到地面 近1号口","3","","Accessible Lift 1:from hall to ground near Exit 2,Accessible Lift 2:from platform to hall,Accessible Lift 3:from hall to ground near Exit 1"			
1117,"1号口:墨玉路 曹安公路,4号口:曹安公路 新源路","2","","Exit 1:Moyu Rd Cao'an Highway,Exit 4:Cao'an Highway Xinyuan Rd"			
1117,"1号无障碍电梯 站台中部","3","","Accessible Lift 1:the middle of platform"			
1117,"11号线:站外  1号出入口外","1","0","Line 11:Outside of a station  1 entrance outside"			
1118,"11号线:付费区  往江苏路方向站台车头	往安亭方向站台车尾","1","1","Line 11:Pay Zone  Jiangsu Rd direction to the front of the platform	Anting direction to the rear of the platform"	
1118,"1号口:曹安公路,2号口:安驰路 ,3号口:安驰路 安悦路,4号口:曹安公路 安悦路","2","","Exit 1:Cao'an Highway,Exit 2:Anchi Rd,Exit 3:Anchi Rd Anyue Rd,Exit 4:Cao'an Highway Anyue Rd"			
1118,"1号无障碍电梯 江苏路站方向站台中部,2号无障碍电梯 安亭站方向站台中部","3","","Accessible Lift 1:the middle of platform towards Jiangsu Road Station,Accessible Lift 2:the middle of platform towards Anting Station"			
1119,"11号线:付费区  往江苏路方向站台车头	往安亭方向站台车尾","1","1","Line 11:Pay Zone  Jiangsu Rd direction to the front of the platform	Anting direction to the rear of the platform"	
1119,"1号口:昌吉东路,2号口:雅丹路","2","","Exit 1:East Changji Rd,Exit 2:Yadan Rd"			
1119,"1号无障碍电梯 江苏路站方向站台中部,2号无障碍电梯 安亭站方向站台中部","3","","Accessible Lift 1:the middle of platform towards Jiangsu Road Station,Accessible Lift 2the middle of platform towards Anting Station"			
1120,"1号口:内环南路,2号口:环南三路,3号口:环南三路,4号口:伊宁路,5号口:伊宁路,6号口:环南三路,7号口:环南三路,8号口:内环南路","2","","Exit 1:South Inner Ring Rd,Exit 2:Huannan 3rd Rd,Exit 3:Huannan 3rd Rd,Exit 4:Yining Rd,Exit 5:Yining Rd,Exit 6:Huannan 3rd Rd,Exit 7:Huannan 3rd Rd,Exit 8:South Inner Ring Rd"			
1120,"11号线:付费区  往江苏路方向站台车头	往安亭方向站台车尾","1","1","Line 11:Pay Zone  Jiangsu Rd direction to the front of the platform	Anting direction to the rear of the platform"	
1120,"1号无障碍电梯 江苏路站方向站台东端,2号无障碍电梯 安亭站方向站台东端","3","","Accessible Lift 1:east of platform towards Jiangsu Road Station,Accessible Lift 2:east of platform towards Anting Station"			
1131,"11号线:站外  2号口站外","1","0","Line 11：Outside of a station  2 entrance outside"			
1131,"1号口:平城路 城北路,2号口:平城路 城北路 ","2","","Exit 1:Pingcheng Rd Chengbei Rd,Exit 2:Pingcheng Rd Chengbei Rd"			
1131,"1号无障碍电梯 安亭站方向站台东部,2号无障碍电梯 江苏路站方向站台东部","3","","Accessible Lift 1:east of platform towards Anting Station,Accessible Lift 2:east of platform towards Jiangsu Road Station"			
1132,"11号线:非付费区  近3号口","1","0","Line 11:Non-paying zone  Near Exit 3"			
1132,"1号口:红石路 盘安路,2号口:红石路 陈家山路,3号口:胜辛路 陈家山路,4号口:胜辛路 盘安路","2","","Exit 1:Hongshi Rd Pan'an Rd,Exit 2:Hongshi Rd Chenjiashan Rd,Exit 3:Shengxin Rd Chenjiashan Rd,Exit 4:Shengxin Rd Pan'an Rd"			
1132,"1号无障碍电梯 江苏路站方向站台中部,2号无障碍电梯 靠近2、3号口(站厅至站外)","3","","Accessible Lift 1:the middle of platform towards Jiangsu Road Station,Accessible Lift 2:2near Exit 2 and Exit 3outside to station"			
1133,"11号线:非付费区  近1号口","1","0","Line 11:Non-paying zone  Near Exit 1"			
1133,"1号口:高台路 胜辛路,2号口:白银路 胜辛路交通 嘉定6路","2","","Exit 1:Gaotai Rd Shengxin Rd,Exit 2:Baiyin Rd Shengxin RdBus 6Jiading 6"			
1133,"1号无障碍电梯 江苏路站方向站台中部,2号无障碍电梯 嘉定北站方向站台中部","3","","Accessible Lift 1:the middle of platform towards Jiangsu Road Station,Accessible Lift 2:the middle of platform towards North Jiading Station"			
1134,"11号线:非付费区  近2号口","1","0","Line 11:Non-paying zone  Near Exit 2"			
1134,"1号口:双丁路,2号口:双单路,3号口:胜辛路,4号口:胜辛路","2","","Exit 1:Shuangding Rd,Exit 2:Shuangdan Rd,Exit 3:Shengxin Rd,Exit 4:Shengxin Rd"			
1134,"1号无障碍电梯 江苏路站方向站台中部,2号无障碍电梯 安亭站方向站台中部,3号无障碍电梯 靠近4号口(站厅至站外)","3","","Accessible Lift 1:the middle of platform towards Jiangsu Road Station,Accessible Lift 2:the middle of platform towards Anting Station,Accessible Lift 3: outside of Exit 4 to station hall"			
1135,"11号线:非付费区  近1 2号口","1","0","Line 11:Non-paying zone  Near Exit 1 and Exit 2"			
1135,"1号口:崇教路 阿克苏南路,2号口:崇文路 阿克苏南路,3号口:崇文路 康丰路,4号口:崇教路 康丰路","2","","Exit 1:Chongjiao Rd South Akesu Rd,Exit 2:Chongwen Rd South Akesu Rd,Exit 3:Chongwen Rd Kangfeng Rd,Exit 4:Chongjiao Rd Kangfeng Rd"			
1135,"1号无障碍电梯 江苏路站方向站台中部,2号无障碍电梯 安亭站方向站台中部,3号无障碍电梯 1号口崇教路阿克苏南路","3","","Accessible Lift 1:the middle of platform towards Jiangsu Road Station,Accessible Lift 2:the middle of platform towards Anting Station,Accessible Lift 3: Exit 1,Chongjiao Road,South Akesu Road"			
1137,"11号线:非付费区  近2号口","1","0","Line 11:Non-paying zone  Near Exit 2"			
1137,"1号口:丰翔路,2号口:真南路 ","2","","Exit 1:Fengxiang Rd,Exit 2:Zhennan Rd "			
1137,"1号无障碍电梯 江苏路站方向站台中部,2号无障碍电梯 安亭站方向站台中部,3号无障碍电梯 2号口中佳路","3","","Accessible Lift 1:the middle of platform towards Jiangsu Road Station,Accessible Lift 2:the middle of platform towards Anting Station,Accessible Lift 3: Exit 2,Zhongjia Road"			
1138,"11号线:付费区  往江苏路方向站台车头","1","1","Line 11:Pay Zone  Jiangsu Rd direction to the front of the platform"			
1138,"1号口:红棉路 武威路,2号口:红棉路 武威路,4号口:武威路 白丽路","2","","Exit 1:Hongmian Rd Wuwei Rd,Exit 2:Hongmian Rd Wuwei Rd,Exit 4:Wuwei Rd Baili Rd"			
1138," 1号无障碍电梯 站台层中间区域,2号无障碍电梯 靠近4号口(站厅至站外)","3",""," Accessible Lift 1:center of platform,Accessible Lift 2:outside of Exit 4 to station hall"			
1139,"1号口:永登路,2号口:真南路,4号口:真南路 永登路","2","","Exit 1:Yongdeng Rd,Exit 2:Zhennan Rd,Exit 4:Zhennan Rd Yongdeng Rd"			
1139,"1号无障碍电梯 站台层中间区域,2号无障碍电梯 靠近4号口(站厅至站外)","3","","Accessible Lift 1:center of platform,Accessible Lift 2:outside of Exit 4 to station hall"			
1139,"11号线:非付费区  近1号口","1","0","Line 11:Non-paying zone  Near Exit 1"			
1140,"1号无障碍电梯 站台层中间区域,2号无障碍电梯 靠近2号口(站厅至站外)","3","","Accessible Lift 1:center of platform,Accessible Lift 2:outside of Exit 2 to station hall"			
1140,"11号线:非付费区  近3号口","1","0","Line 11:Non-paying zone  Near Exit 3"			
1140,"1号口:真南路,2号口:祁连山南路 真南路,3号口:真南路,4号口:真南路,5号口:祁连山路","2","","Exit 1:Zhennan Rd,Exit 2:South Qilianshan Rd Zhennan Rd,Exit 3:Zhennan Rd,Exit 4:Zhennan Rd,Exit 5:South Qilianshan Rd"			
1141,"1号口:真南路,2号口:交通路,3号口:真南路","2","","Exit 1:Zhennan Rd,Exit 2:Jiaotong Rd,Exit 3:Zhennan Rd"			
1141,"1号无障碍电梯 站台层中间区域,2号无障碍电梯 靠近2号口(站厅至站外)","3","","Accessible Lift 1:center of platform,Accessible Lift 2:outside of Exit 2 to station hall"			
1141,"11号线:非付费区 近3号口","1","0","Line 11:Non-paying zone  Near Exit 3"			
1142,"1号口:曹杨路 桃浦路 铁路上海西站,4号口:桃浦路  ","2","","Exit 1:Caoyang Rd Taopu Rd Shanghai West Railway Station,Exit 4:Taopu Rd Traffic Masses Coach Station"			
1142,"11号线:非付费区  近4号口","1","0","Line 11:Non-paying zone  Near Exit 4"			
1142,"1号无障碍电梯 站台层中间区域","3","","Accessible Lift 1:center of platform"			
1143,"11号线:非付费区  近2号口","1","0","Line 11:Non-paying zone  Near Exit 2"			
1143,"1号口:铜川路,2号口:曹杨路,5号口:铜川路","2","","Exit 1:Tongchuan Rd,Exit 2:Caoyang Rd,Exit 5:Tongchuan Rd"			
1143,"1号无障碍电梯 往嘉定北方向站台中央,2号无障碍电梯 往江苏路方向站厅中央,3号无障碍电梯 靠近1号口(站厅至站外)","3","","Accessible Lift 1:center of platform towards North Jiading Station ,Accessible Lift 2:center of platform towards Jiangsu Road Station,Accessible Lift 3: outside of Exit 1 to station hall"			
1144,"11号线:非付费区  近1号口","1","0","Line 11:Non-paying zone  Near Exit 1"			
1144,"1号口:曹杨路,2号口:曹杨路,3号口:枫桥路","2","","Exit 1:Caoyang Rd,Exit 2:Caoyang Rd,Exit 3:Fengqiao Rd"			
1144,"1号无障碍电梯 站台中央,2号无障碍电梯 靠近1号口","3","","Accessible Lift 1:center of station,Accessible Lift 2:near Exit 1"			
1145,"3号线:付费区  6号口处,4号线:付费区  6号口处,11号线:非付费区  近2号口","1","1,1,0","Line 3:Pay Zone  Exit 6,Line 4:Pay Zone  Exit 6,Line 11:Non-paying zone  Near Exit 2"			
1145,"1号口:曹杨路 中联大厦 普陀区图书馆,2号口:曹杨路 中运大酒店 中关村公寓 中关村科技大厦 上海大众三汽公共交通有限公司,4号口:曹杨路 凯旋北路 长城大厦 武宁小城 武宁路小学,5号口:曹杨路,6号口:凯旋北路,7号口:凯旋北路","2","","Exit 1:Caoyang Rd Zhong Lian Building Putuo Library,Exit 2:Caoyang Rd Zhongyun Hotel Zhongguancun Apartment Zhongguancun Technology Building Shanghai Volkswagen Sanqi Public Traffic Limited Company,Exit 4:Caoyang Rd North Kaixuan Rd Great Wall Building Wuning Xiaocheng Wuning Rd Primary School,Exit 5:Caoyang Rd,Exit 6:North Kaixuan Rd,Exit 7:North Kaixuan Rd"			
1145,"11号线:直升梯  地面-站厅  近2号口,11号线:直升梯  站厅-站台  站厅站台中间","3","","Line 11:Helicopter ladder  The ground station hall  Near Exit 2,Line 11:Helicopter ladder  The station hall to the platform  The station hall central platform"			
1146,"11号线:非付费区  近2号口","1","0","Line 11:Non-paying zone  Near Exit 2"			
1146,"1号口:曹杨路,2号口:光复西路 隆德路,3号口:光复西路 隆德路","2","","Exit 1:Caoyang Rd,Exit 2:West Guangfu Rd Longde Rd,Exit 3:West Guangfu Rd Longde Rd"			
1146,"1号无障碍电梯 往江苏路方向顶端","3","","Accessible Lift 1:to platform towards Jiangsu Road "			
1147,"2号线:付费区  往广兰路方向车头,11号线:非付费区  近5号口","1","1,0","Line 2:Pay Zone  Guanglan Rd direction to the front of the platform,Line 11:Non-paying zone  Near Exit 5"			
1147,"1号口:愚园路,2号口:愚园路,3号口:愚园路,4号口:愚园路,5号口:江苏路 武定西路,6号口:江苏路,7号口:江苏路 愚园路,8号口:江苏路","2","","Exit 1:Yuyuan Rd,Exit 2:Yuyuan Rd,Exit 3:Yuyuan Rd,Exit 4:Yuyuan Rd,Exit 5:Jiangsu Rd West Wuding Rd,Exit 6:Jiangsu Rd,Exit 7:Jiangsu Rd Yuyuan Rd,Exit 8:Jiangsu Rd"			
1147,"11号线:直升梯  地面-站厅  近7号口,11号线:直升梯  站厅-站台  站厅站台中间","3","","Line 11:Helicopter ladder  The ground station hall  Near Exit 7,Line 11:Helicopter ladder  The station hall to the platform  The station hall central platform"			
1148,"10号线:非付费区  近5号口,11号线:非付费区  近10号线5号口","1","0","Line 10:Non-paying zone  Near Exit 5,Line 11:Non-paying zone  Near Line 10 Exit 5"			
1148,"1号口:淮海中路华山路,2号口:淮海西路华山路,3号口:淮海西路华山路,4号口:淮海西路华山路,5号口:淮海西路法华镇路,6号口:华山路,7号口:淮海中路华山路","2","","Exit 1:Middle Huaihai Rd Huahsan Rd,Exit 2:West Huaihai Rd Huashan Rd,Exit 3:West Huahai  Rd Huashan Rd,Exit 4:West Huaihai Rd,Exit 5:West Huaihai Rd Fahauzhen Rd,Exit 6:Huashan Rd,Exit: 9,Exit 7: Huashan Rd"			
1148,"1号无障碍电梯:近2号口 站台到站厅 ","3","","Lift 1:near Exit 2 from platform to hall"			
1149,"1号线:付费区  往莘庄方向站台车头,9号线:非付费区  近16号口,11号线:付费区  位于9号线客服中心对面和1号线站台","1","1,0,1","Line 1:Pay Zone  Xinzhuang direction to the front of the platform,Line 9:Non-paying zone  Near Exit 16,Line 11:Pay Zone  Line 9 call center platform and across the line 1"			
