ST_NO,"FIRST_T_TIME","LAST_T_TIME","DESTINATION","DRAWING_NO"
010201,"—","—","000255","2014_11_28_18_44_23"
010201,"—","—","000234","2014_10_30_15_9_26"
010201,"—","—","000263","2015_4_17_9_13_53"
010201,"—","—","000255","2014_10_30_15_6_25"
010201,"—","—","000263","2014_11_28_18_44_23"
010201,"—","—","000263","2014_10_30_15_9_26"
010201,"—","—","000255","2015_4_17_9_11_38"
010252,"19260","82460","000237","2015_4_17_9_11_38"
010252,"22734","84834","000255","2015_4_17_9_10_36"
010252,"19260","82460","000234","2015_4_17_9_10_36"
010252,"—","—","000263","2014_11_28_18_44_23"
010252,"19260","82460","000237","2015_4_17_9_13_53"
010252,"—","—","000263","2015_4_17_9_13_53"
010252,"—","—","000263","2014_10_30_15_9_26"
010252,"19260","82460","000234","2014_10_30_15_6_25"
010252,"22734","84834","000255","2014_10_30_15_9_26"
010252,"22734","84834","000255","2014_10_30_15_6_25"
010252,"22734","84834","000255","2015_4_17_9_11_38"
010252,"19260","82460","000234","2014_11_28_18_44_23"
010252,"22734","84834","000255","2014_11_28_18_44_23"
010252,"—","—","000263","2015_4_17_9_11_38"
010252,"19260","82460","000237","2015_4_17_9_10_36"
010252,"—","—","000263","2015_4_17_9_10_36"
010252,"—","—","000263","2014_10_30_15_6_25"
010252,"19260","82460","000234","2014_10_30_15_9_26"
010252,"22734","84834","000255","2015_4_17_9_13_53"
010252,"19260","82460","000234","2015_4_17_9_11_38"
010252,"19260","82460","000234","2015_4_17_9_13_53"
010301,"—","—","000311","2014_12_31_11_28_12"
010301,"—","—","000402","2014_12_31_11_20_30"
010301,"—","—","030339","2015_4_13_20_1_21"
010301,"—","—","030339","2015_7_16_12_27_51"
010301,"—","—","000331","2015_7_16_12_27_51"
010301,"—","—","000311","2015_4_13_20_1_21"
010301,"22200","81000","000402","2015_4_13_20_11_22"
010301,"—","—","040402","2015_4_13_20_11_22"
010301,"—","—","040402","2015_4_13_19_47_20"
010301,"—","—","030339","2015_4_13_19_47_20"
010301,"22228","81000","000402","2015_4_13_20_1_21"
010301,"—","—","030339","2015_7_16_12_29_52"
010301,"—","—","000331","2015_7_16_12_29_52"
010301,"—","—","000311","2015_7_16_12_27_51"
010301,"—","—","000311","2015_7_16_12_29_52"
010301,"—","—","030339","2015_2_17_14_30_13"
010301,"—","—","000311","2015_2_17_14_30_13"
010301,"—","—","030339","2015_4_13_20_11_22"
010301,"—","—","000311","2015_4_13_20_11_22"
010301,"—","—","000402","2014_12_31_18_27_06"
010301,"—","—","030339","2014_12_31_18_27_06"
010301,"—","—","000311","2014_12_31_18_27_06"
010301,"—","—","000402","2014_12_31_11_52_07"
010301,"—","—","040402","2014_12_31_11_52_07"
010301,"—","—","030339","2014_12_31_11_52_07"
010301,"—","—","000311","2014_12_31_11_52_07"
010301,"—","—","000402","2014_12_31_18_25_05"
010301,"—","—","000402","2014_12_31_11_48_05"
010301,"22200","81000","000402","2015_2_17_14_30_13"
010301,"—","—","040402","2015_2_17_14_30_13"
010301,"—","—","000402","2014_12_31_11_28_12"
010301,"—","—","040402","2014_12_31_11_28_12"
010301,"—","—","030339","2014_12_31_11_28_12"
010301,"—","—","040402","2014_12_31_11_20_30"
010301,"—","—","030339","2014_12_31_11_20_30"
010301,"—","—","040402","2014_12_31_18_25_05"
010301,"—","—","030339","2014_12_31_18_25_05"
010301,"—","—","000311","2014_12_31_18_25_05"
010301,"—","—","000402","2014_12_31_11_50_06"
010301,"—","—","040402","2014_12_31_11_50_06"
010301,"22228","81000","000402","2015_2_17_14_32_15"
010301,"—","—","040402","2015_2_17_14_32_15"
010301,"—","—","030339","2015_2_17_14_32_15"
010301,"—","—","000311","2015_2_17_14_32_15"
010301,"—","—","000311","2015_4_13_19_47_20"
010301,"22200","81000","000402","2015_4_13_19_47_20"
010301,"—","—","030339","2014_12_31_11_50_06"
010301,"—","—","000311","2014_12_31_11_50_06"
010301,"—","—","040402","2014_12_31_18_27_06"
010301,"—","—","000311","2014_12_31_11_20_30"
010301,"—","—","040402","2014_12_31_11_48_05"
010301,"—","—","030339","2014_12_31_11_48_05"
010301,"—","—","000311","2014_12_31_11_48_05"
010301,"—","—","040402","2015_4_13_20_1_21"
010442,"—","—","030339","2014_12_31_11_28_12"
010442,"—","—","000402","2014_12_31_11_20_30"
010442,"22228","81000","000402","2015_4_13_20_1_21"
010442,"—","—","040402","2015_4_13_20_1_21"
010442,"—","—","030339","2015_7_16_12_27_51"
010442,"—","—","000331","2015_7_16_12_27_51"
010442,"—","—","000311","2015_4_13_20_1_21"
010442,"22200","81000","000402","2015_4_13_20_11_22"
010442,"—","—","040402","2015_4_13_20_11_22"
010442,"—","—","040402","2015_4_13_19_47_20"
010442,"—","—","030339","2015_7_16_12_29_52"
010442,"—","—","000331","2015_7_16_12_29_52"
010442,"—","—","000311","2015_7_16_12_27_51"
010442,"—","—","000311","2015_7_16_12_29_52"
010442,"22200","81000","000402","2015_4_13_19_47_20"
010442,"—","—","030339","2015_2_17_14_30_13"
010442,"—","—","000311","2015_2_17_14_30_13"
010442,"—","—","030339","2015_4_13_20_11_22"
010442,"—","—","000311","2015_4_13_20_11_22"
010442,"—","—","030339","2015_4_13_20_1_21"
010442,"—","—","000402","2014_12_31_18_27_06"
010442,"—","—","030339","2014_12_31_18_27_06"
010442,"—","—","000311","2014_12_31_18_27_06"
010442,"—","—","000402","2014_12_31_11_52_07"
010442,"—","—","040402","2014_12_31_11_52_07"
010442,"—","—","030339","2014_12_31_11_52_07"
010442,"—","—","000311","2014_12_31_11_52_07"
010442,"—","—","000402","2014_12_31_18_25_05"
010442,"—","—","000402","2014_12_31_11_48_05"
010442,"22200","81000","000402","2015_2_17_14_30_13"
010442,"—","—","040402","2015_2_17_14_30_13"
010442,"—","—","000402","2014_12_31_11_28_12"
010442,"—","—","040402","2014_12_31_11_28_12"
010442,"—","—","040402","2014_12_31_11_20_30"
010442,"—","—","030339","2014_12_31_11_20_30"
010442,"—","—","040402","2014_12_31_18_25_05"
010442,"—","—","030339","2014_12_31_18_25_05"
010442,"—","—","000402","2014_12_31_11_50_06"
010442,"—","—","040402","2014_12_31_11_50_06"
010442,"22228","81000","000402","2015_2_17_14_32_15"
010442,"—","—","040402","2015_2_17_14_32_15"
010442,"—","—","030339","2015_2_17_14_32_15"
010442,"—","—","000311","2015_2_17_14_32_15"
010442,"—","—","030339","2015_4_13_19_47_20"
010442,"—","—","000311","2015_4_13_19_47_20"
010442,"—","—","000311","2014_12_31_18_25_05"
010442,"—","—","030339","2014_12_31_11_50_06"
010442,"—","—","000311","2014_12_31_11_50_06"
010442,"—","—","040402","2014_12_31_18_27_06"
010442,"—","—","000311","2014_12_31_11_20_30"
010442,"—","—","040402","2014_12_31_11_48_05"
010442,"—","—","030339","2014_12_31_11_48_05"
010442,"—","—","000311","2014_12_31_11_48_05"
010442,"—","—","000311","2014_12_31_11_28_12"
010501,"19320","58944","000513","2014_10_30_15_49_09"
010501,"19020","25024","000501","2014_10_30_15_49_09"
010501,"19163","57414","000513","2014_10_30_15_51_10"
010501,"19020","29391","000501","2014_10_30_15_51_10"
010602,"—","—","000641","2015_7_16_12_36_50"
010602,"—","—","000648","2015_7_16_12_36_50"
010602,"—","—","000648","2015_7_16_12_33_45"
010602,"—","—","000641","2015_7_16_12_33_45"
010602,"—","—","000625","2015_7_16_12_36_50"
010602,"—","—","000641","2015_7_16_12_34_46"
010602,"—","—","000648","2015_7_16_12_34_46"
010602,"—","—","000621","2015_7_16_12_36_50"
010602,"—","—","000648","2014_10_30_15_53_39"
010602,"—","—","000621","2014_10_30_15_53_39"
010602,"—","—","000625","2015_7_16_12_33_45"
010602,"—","—","000648","2014_10_30_15_56_40"
010602,"—","—","000621","2015_7_16_12_33_45"
010602,"—","—","000621","2014_10_30_15_56_40"
010602,"—","—","000625","2015_7_16_12_34_46"
010602,"—","—","000621","2015_7_16_12_34_46"
010701,"—","—","000753","2014_10_30_16_7_31"
010701,"—","—","000753","2014_10_30_16_4_28"
010701,"—","—","000721","2014_10_30_16_7_31"
010701,"—","—","000721","2014_10_30_16_4_28"
010801,"—","—","000849","2015_6_29_8_37_34"
010801,"—","—","000845","2015_6_29_8_37_34"
010801,"—","—","000849","2014_10_30_16_13_21"
010801,"—","—","000820","2014_10_30_16_13_21"
010801,"—","—","000826","2014_10_30_16_22_24"
010801,"—","—","000849","2014_10_30_16_22_24"
010801,"—","—","000849","2015_6_29_8_35_28"
010801,"—","—","000845","2015_6_29_8_35_28"
010801,"—","—","000826","2015_6_29_8_35_28"
010801,"—","—","000820","2015_6_29_8_35_28"
010801,"—","—","000820","2015_6_29_8_36_29"
010801,"—","—","000849","2015_6_29_8_36_29"
010801,"—","—","000845","2015_6_29_8_36_29"
010801,"—","—","000826","2015_6_29_8_36_29"
010801,"—","—","000826","2015_6_29_8_37_34"
010801,"—","—","000820","2015_6_29_8_37_34"
010801,"—","—","000826","2015_6_29_8_33_27"
010801,"—","—","000820","2015_6_29_8_33_27"
010801,"—","—","000845","2015_6_29_8_33_27"
010801,"—","—","000849","2015_6_29_8_33_27"
010801,"—","—","000849","2014_10_30_16_19_23"
010801,"—","—","000826","2014_10_30_16_19_23"
010801,"—","—","000849","2014_10_30_16_16_22"
010801,"—","—","000826","2014_10_30_16_16_22"
010901,"—","—","000943","2014_10_30_16_31_38"
010901,"—","—","000918","2014_10_30_16_34_39"
010901,"—","—","000943","2014_10_30_16_34_39"
010901,"—","—","000943","2014_10_30_16_40_46"
010901,"—","—","000918","2014_10_30_16_31_38"
010901,"—","—","000918","2014_10_30_16_40_46"
011002,"—","—","001041","2014_10_30_16_47_21"
011002,"—","—","001068","2015_4_2_10_28_24"
011002,"—","—","021005","2015_4_2_10_28_24"
011002,"—","—","021005","2015_4_2_10_29_29"
011002,"—","—","001041","2015_4_2_10_29_29"
011002,"—","—","001068","2015_4_2_10_29_29"
011002,"—","—","001068","2014_10_30_16_47_21"
011002,"—","—","021005","2014_10_30_16_47_21"
011114,"20400","77529","011117","2014_10_30_17_3_36"
011114,"20400","77529","041160","2014_10_30_17_3_36"
011114,"—","—","011114","2015_4_8_10_50_46"
011114,"20400","77529","011117","2015_4_2_10_31_39"
011114,"—","—","011114","2014_10_30_17_3_36"
011114,"—","—","021131","2015_4_8_10_50_46"
011114,"20400","77529","041160","2015_4_8_10_50_46"
011114,"—","—","021131","2015_4_2_10_31_39"
011114,"20400","77529","041160","2015_4_2_10_31_39"
011114,"20400","77529","041160","2014_10_30_16_58_33"
011114,"—","—","011114","2014_10_30_16_58_33"
011114,"20400","77529","011117","2015_4_8_10_50_46"
011114,"—","—","011114","2015_4_2_10_31_39"
011114,"20400","77529","001137","2015_4_2_10_31_39"
011114,"—","—","021131","2014_10_30_16_58_33"
011114,"20400","77529","011117","2014_10_30_16_58_33"
011114,"—","—","021131","2014_10_30_17_3_36"
011115,"20524","77653","011117","2015_4_2_10_31_39"
011115,"—","—","021131","2014_10_30_16_58_33"
011115,"—","—","021131","2014_10_30_17_3_36"
011115,"20524","77653","011117","2015_4_8_10_50_46"
011115,"20524","77653","041160","2014_10_30_17_3_36"
011115,"25196","84771","011114","2014_10_30_17_3_36"
011115,"—","—","021131","2015_4_8_10_50_46"
011115,"25196","84771","011114","2014_10_30_16_58_33"
011115,"20524","77653","041160","2015_4_8_10_50_46"
011115,"25196","84771","011114","2015_4_2_10_31_39"
011115,"20524","77653","041160","2014_10_30_16_58_33"
011115,"20524","77653","041160","2015_4_2_10_31_39"
011115,"20524","77653","011117","2014_10_30_16_58_33"
011115,"25196","84771","011114","2015_4_8_10_50_46"
011115,"—","—","021131","2015_4_2_10_31_39"
011115,"20524","77653","001137","2015_4_2_10_31_39"
011115,"20524","77653","011117","2014_10_30_17_3_36"
011116,"20750","77879","041160","2014_10_30_17_3_36"
011116,"20750","77879","011117","2014_10_30_16_58_33"
011116,"—","—","021131","2014_10_30_16_58_33"
011116,"—","—","021131","2015_4_2_10_31_39"
011116,"20750","77879","041160","2015_4_2_10_31_39"
011116,"24973","84548","011114","2014_10_30_17_3_36"
011116,"20750","77879","041160","2014_10_30_16_58_33"
011116,"24973","84548","011114","2015_4_8_10_50_46"
011116,"20750","77879","041160","2015_4_8_10_50_46"
011116,"24973","84548","011114","2014_10_30_16_58_33"
011116,"20750","77879","011117","2015_4_8_10_50_46"
011116,"24973","84548","011114","2015_4_2_10_31_39"
011116,"20750","77879","011117","2014_10_30_17_3_36"
011116,"20750","77879","011117","2015_4_2_10_31_39"
011116,"—","—","021131","2014_10_30_17_3_36"
011116,"20750","77879","001137","2015_4_2_10_31_39"
011116,"—","—","021131","2015_4_8_10_50_46"
011117,"20220","78000","041160","2015_4_8_10_50_46"
011117,"—","—","021131","2015_4_8_10_50_46"
011117,"24857","84432","011114","2014_10_30_17_3_36"
011117,"—","—","011117","2014_10_30_17_3_36"
011117,"20220","78000","041160","2014_10_30_17_3_36"
011117,"—","—","021131","2014_10_30_17_3_36"
011117,"24857","84432","011114","2014_10_30_16_58_33"
011117,"20220","78000","041160","2014_10_30_16_58_33"
011117,"20220","78000","041160","2015_4_2_10_31_39"
011117,"—","—","021131","2015_4_2_10_31_39"
011117,"—","—","011117","2014_10_30_16_58_33"
011117,"20220","78000","001137","2015_4_2_10_31_39"
011117,"—","—","011117","2015_4_2_10_31_39"
011117,"24857","84432","011114","2015_4_2_10_31_39"
011117,"—","—","021131","2014_10_30_16_58_33"
011117,"—","—","011117","2015_4_8_10_50_46"
011117,"24857","84432","011114","2015_4_8_10_50_46"
011118,"24674","84249","011114","2014_10_30_16_58_33"
011118,"—","—","021131","2014_10_30_16_58_33"
011118,"24674","85749","011117","2015_4_8_10_50_46"
011118,"20390","78170","041160","2014_10_30_16_58_33"
011118,"24674","84249","011114","2015_4_8_10_50_46"
011118,"24674","84249","011114","2015_4_2_10_31_39"
011118,"20390","78170","041160","2015_4_2_10_31_39"
011118,"24674","85749","011117","2015_4_2_10_31_39"
011118,"20390","78170","001137","2015_4_2_10_31_39"
011118,"24674","84249","011114","2014_10_30_17_3_36"
011118,"—","—","021131","2015_4_8_10_50_46"
011118,"24674","85749","011117","2014_10_30_17_3_36"
011118,"20390","78170","041160","2015_4_8_10_50_46"
011118,"24674","85749","011117","2014_10_30_16_58_33"
011118,"—","—","021131","2014_10_30_17_3_36"
011118,"—","—","021131","2015_4_2_10_31_39"
011118,"20390","78170","041160","2014_10_30_17_3_36"
011119,"—","—","021131","2015_4_2_10_31_39"
011119,"20569","78349","041160","2015_4_2_10_31_39"
011119,"20569","78349","041160","2014_10_30_16_58_33"
011119,"24491","84066","011114","2014_10_30_16_58_33"
011119,"—","—","021131","2014_10_30_17_3_36"
011119,"20569","78349","041160","2014_10_30_17_3_36"
011119,"24491","85566","011117","2014_10_30_17_3_36"
011119,"24491","84066","011114","2014_10_30_17_3_36"
011119,"20569","78349","001137","2015_4_2_10_31_39"
011119,"—","—","021131","2015_4_8_10_50_46"
011119,"20569","78349","041160","2015_4_8_10_50_46"
011119,"24491","84066","011114","2015_4_8_10_50_46"
011119,"24491","85566","011117","2015_4_8_10_50_46"
011119,"—","—","021131","2014_10_30_16_58_33"
011119,"24491","84066","011114","2015_4_2_10_31_39"
011119,"24491","85566","011117","2015_4_2_10_31_39"
011119,"24491","85566","011117","2014_10_30_16_58_33"
011134,"23925","85000","011117","2015_4_2_10_31_39"
011134,"23925","83500","011114","2014_10_30_16_58_33"
011134,"23625","85300","021131","2015_4_2_10_31_39"
011134,"23625","85300","021131","2014_10_30_16_58_33"
011134,"23925","85000","011117","2014_10_30_17_3_36"
011134,"23925","83500","011114","2015_4_8_10_50_46"
011134,"20845","79165","041160","2015_4_8_10_50_46"
011134,"23925","85000","011117","2014_10_30_16_58_33"
011134,"20845","79165","041160","2014_10_30_17_3_36"
011134,"23625","85300","021131","2015_4_8_10_50_46"
011134,"20845","79165","001137","2015_4_2_10_31_39"
011134,"23925","83500","011114","2015_4_2_10_31_39"
011134,"20845","79165","041160","2015_4_2_10_31_39"
011134,"23925","85000","011117","2015_4_8_10_50_46"
011134,"20845","79165","041160","2014_10_30_16_58_33"
011134,"23925","83500","011114","2014_10_30_17_3_36"
011134,"23625","85300","021131","2014_10_30_17_3_36"
011201,"—","—","001251","2014_10_30_20_0_19"
011201,"21360","61738","001236","2014_10_30_20_1_20"
011201,"—","—","001251","2014_10_30_20_1_20"
011201,"21840","23280","001236","2014_10_30_20_0_19"
011301,"—","—","001318","2014_12_31_18_54_08"
011301,"—","—","001321","2014_12_31_18_54_08"
011301,"—","—","001321","2014_12_31_18_53_07"
011301,"—","—","001321","2014_10_30_20_4_12"
011301,"—","—","001318","2014_12_31_18_53_07"
011301,"—","—","000319","2014_10_30_20_4_12"
011601,"—","—","001633","2015_4_8_10_56_60"
011601,"—","—","001633","2015_4_2_10_39_56"
011601,"—","—","001621","2015_4_8_10_55_56"
011601,"—","—","001633","2015_4_8_10_55_56"
011601,"—","—","001621","2015_4_2_10_38_53"
011601,"—","—","001623","2014_10_30_20_11_29"
011601,"—","—","001621","2015_4_2_10_39_56"
011601,"—","—","001629","2015_5_27_15_36_70"
011601,"—","—","001621","2015_5_27_15_36_70"
011601,"—","—","001633","2014_10_30_20_11_29"
011601,"—","—","001633","2015_4_2_10_38_53"
011601,"—","—","001627","2015_5_27_15_36_70"
011601,"—","—","001621","2015_4_8_10_56_60"
011601,"—","—","001633","2015_5_27_15_36_70"
020103,"—","—","000126","2014_10_30_11_43_26"
020103,"—","—","000126","2014_10_30_11_40_25"
020103,"—","—","000126","2014_10_30_11_38_24"
020103,"—","—","000111","2014_10_30_11_40_25"
020103,"—","—","000111","2014_10_30_11_38_24"
020103,"—","—","000138","2014_10_30_11_38_24"
020103,"—","—","000138","2014_10_30_11_40_25"
020103,"—","—","000138","2014_10_30_11_43_26"
020103,"—","—","000111","2014_10_30_11_43_26"
020113,"19504","81396","000126","2014_10_30_11_40_25"
020113,"21628","84628","000111","2014_10_30_11_40_25"
020113,"20076","81396","000138","2014_10_30_11_38_24"
020113,"20076","81396","000138","2014_10_30_11_43_26"
020113,"21628","84628","000111","2014_10_30_11_43_26"
020113,"20076","81396","000126","2014_10_30_11_38_24"
020113,"19504","81396","000138","2014_10_30_11_40_25"
020113,"21628","84628","000111","2014_10_30_11_38_24"
020113,"20076","81396","000126","2014_10_30_11_43_26"
020202,"—","—","000263","2015_4_17_9_10_36"
020202,"—","—","000234","2014_11_28_18_44_23"
020202,"—","—","000237","2015_4_17_9_10_36"
020202,"—","—","000263","2014_10_30_15_6_25"
020202,"—","—","000234","2014_10_30_15_6_25"
020202,"—","—","000234","2015_4_17_9_11_38"
020202,"—","—","000237","2015_4_17_9_11_38"
020202,"—","—","000255","2015_4_17_9_10_36"
020202,"—","—","000234","2015_4_17_9_10_36"
020202,"—","—","000255","2015_4_17_9_13_53"
020202,"—","—","000255","2014_10_30_15_9_26"
020202,"—","—","000234","2014_10_30_15_9_26"
020202,"—","—","000255","2014_10_30_15_6_25"
020202,"—","—","000255","2015_4_17_9_11_38"
020202,"—","—","000263","2015_4_17_9_11_38"
020202,"—","—","000255","2014_11_28_18_44_23"
020202,"—","—","000263","2014_11_28_18_44_23"
020202,"—","—","000263","2015_4_17_9_13_53"
020202,"—","—","000237","2015_4_17_9_13_53"
020202,"—","—","000263","2014_10_30_15_9_26"
020202,"—","—","000234","2015_4_17_9_13_53"
020261,"20584","80644","000263","2014_10_30_15_6_25"
020261,"—","—","000234","2015_4_17_9_13_53"
020261,"22245","79845","000255","2015_4_17_9_13_53"
020261,"22245","79845","000255","2014_10_30_15_9_26"
020261,"22245","79845","000255","2014_11_28_18_44_23"
020261,"—","—","000234","2014_11_28_18_44_23"
020261,"22245","79845","000255","2015_4_17_9_11_38"
020261,"—","—","000237","2015_4_17_9_11_38"
020261,"—","—","000234","2014_10_30_15_6_25"
020261,"23044","80644","000263","2014_10_30_15_9_26"
020261,"—","—","000234","2014_10_30_15_9_26"
020261,"23044","80644","000263","2015_4_17_9_13_53"
020261,"—","—","000237","2015_4_17_9_13_53"
020261,"23044","80644","000263","2015_4_17_9_10_36"
020261,"—","—","000237","2015_4_17_9_10_36"
020261,"20584","80644","000263","2015_4_17_9_11_38"
020261,"—","—","000234","2015_4_17_9_11_38"
020261,"22245","79845","000255","2014_10_30_15_6_25"
020261,"—","—","000234","2015_4_17_9_10_36"
020261,"22245","79845","000255","2015_4_17_9_10_36"
020261,"23044","80644","000263","2014_11_28_18_44_23"
020303,"—","—","000402","2014_12_31_18_27_06"
020303,"—","—","000311","2014_12_31_11_20_30"
020303,"—","—","000311","2014_12_31_18_27_06"
020303,"—","—","040402","2014_12_31_11_48_05"
020303,"—","—","030339","2014_12_31_11_48_05"
020303,"—","—","000311","2014_12_31_11_48_05"
020303,"—","—","040402","2014_12_31_18_25_05"
020303,"—","—","030339","2014_12_31_18_25_05"
020303,"—","—","000402","2014_12_31_11_50_06"
020303,"—","—","040402","2014_12_31_11_50_06"
020303,"22228","81000","000402","2015_2_17_14_32_15"
020303,"—","—","000402","2014_12_31_11_48_05"
020303,"—","—","000402","2014_12_31_11_52_07"
020303,"—","—","040402","2014_12_31_11_52_07"
020303,"—","—","030339","2014_12_31_11_52_07"
020303,"—","—","000311","2014_12_31_11_52_07"
020303,"—","—","000402","2014_12_31_18_25_05"
020303,"—","—","000311","2014_12_31_18_25_05"
020303,"—","—","030339","2014_12_31_11_50_06"
020303,"—","—","000311","2014_12_31_11_50_06"
020303,"—","—","040402","2014_12_31_11_20_30"
020303,"—","—","030339","2014_12_31_11_20_30"
020303,"—","—","040402","2015_2_17_14_32_15"
020303,"—","—","030339","2015_2_17_14_32_15"
020303,"—","—","000311","2015_2_17_14_32_15"
020303,"—","—","030339","2015_4_13_19_47_20"
020303,"—","—","000311","2015_4_13_19_47_20"
020303,"22200","81000","000402","2015_4_13_19_47_20"
020303,"—","—","000311","2015_4_13_20_1_21"
020303,"22200","81000","000402","2015_4_13_20_11_22"
020303,"—","—","030339","2015_2_17_14_30_13"
020303,"—","—","000311","2015_2_17_14_30_13"
020303,"—","—","030339","2015_4_13_20_11_22"
020303,"—","—","000311","2015_4_13_20_11_22"
020303,"—","—","000311","2015_7_16_12_27_51"
020303,"—","—","000311","2015_7_16_12_29_52"
020303,"—","—","030339","2015_7_16_12_29_52"
020303,"—","—","000331","2015_7_16_12_29_52"
020303,"—","—","040402","2015_4_13_20_11_22"
020303,"—","—","040402","2015_4_13_19_47_20"
020303,"—","—","030339","2015_7_16_12_27_51"
020303,"—","—","000331","2015_7_16_12_27_51"
020303,"—","—","000402","2014_12_31_11_20_30"
020303,"22200","81000","000402","2015_2_17_14_30_13"
020303,"—","—","040402","2015_2_17_14_30_13"
020303,"—","—","000402","2014_12_31_11_28_12"
020303,"—","—","040402","2014_12_31_11_28_12"
020303,"—","—","030339","2014_12_31_11_28_12"
020303,"—","—","000311","2014_12_31_11_28_12"
020303,"22228","81000","000402","2015_4_13_20_1_21"
020303,"—","—","040402","2015_4_13_20_1_21"
020303,"—","—","030339","2015_4_13_20_1_21"
020303,"—","—","040402","2014_12_31_18_27_06"
020303,"—","—","030339","2014_12_31_18_27_06"
020702,"—","—","000721","2014_10_30_16_7_31"
020702,"—","—","000721","2014_10_30_16_4_28"
020702,"—","—","000753","2014_10_30_16_4_28"
020702,"—","—","000753","2014_10_30_16_7_31"
020802,"—","—","000826","2014_10_30_16_16_22"
020802,"—","—","000826","2015_6_29_8_33_27"
020802,"—","—","000826","2014_10_30_16_19_23"
020802,"—","—","000849","2014_10_30_16_19_23"
020802,"—","—","000849","2014_10_30_16_22_24"
020802,"—","—","000826","2014_10_30_16_22_24"
020802,"—","—","000845","2015_6_29_8_37_34"
020802,"—","—","000849","2015_6_29_8_37_34"
020802,"—","—","000845","2015_6_29_8_35_28"
020802,"—","—","000849","2015_6_29_8_35_28"
020802,"—","—","000820","2015_6_29_8_35_28"
020802,"—","—","000826","2015_6_29_8_35_28"
020802,"—","—","000820","2014_10_30_16_13_21"
020802,"—","—","000849","2014_10_30_16_13_21"
020802,"—","—","000820","2015_6_29_8_37_34"
020802,"—","—","000826","2015_6_29_8_37_34"
020802,"—","—","000826","2015_6_29_8_36_29"
020802,"—","—","000845","2015_6_29_8_36_29"
020802,"—","—","000849","2015_6_29_8_36_29"
020802,"—","—","000820","2015_6_29_8_36_29"
020802,"—","—","000845","2015_6_29_8_33_27"
020802,"—","—","000849","2015_6_29_8_33_27"
020802,"—","—","000820","2015_6_29_8_33_27"
020802,"—","—","000849","2014_10_30_16_16_22"
020902,"—","—","000943","2014_10_30_16_34_39"
020902,"—","—","000918","2014_10_30_16_34_39"
020902,"—","—","000918","2014_10_30_16_31_38"
020902,"—","—","000943","2014_10_30_16_40_46"
020902,"—","—","000918","2014_10_30_16_40_46"
020902,"—","—","000943","2014_10_30_16_31_38"
021003,"20060","79532","001068","2015_4_2_10_29_29"
021003,"—","—","001041","2015_4_2_10_29_29"
021003,"22905","82289","021005","2015_4_2_10_29_29"
021003,"23182","82265","021005","2014_10_30_16_47_21"
021003,"—","—","001041","2014_10_30_16_47_21"
021003,"20100","79243","001068","2014_10_30_16_47_21"
021003,"16547","82289","021005","2015_4_2_10_28_24"
021003,"16060","79532","001068","2015_4_2_10_28_24"
021004,"19920","79392","001068","2015_4_2_10_29_29"
021004,"—","—","001041","2015_4_2_10_29_29"
021004,"17177","79392","001068","2015_4_2_10_28_24"
021004,"16687","82422","021005","2015_4_2_10_28_24"
021004,"20011","79090","001068","2014_10_30_16_47_21"
021004,"—","—","001041","2014_10_30_16_47_21"
021004,"23316","82416","021005","2014_10_30_16_47_21"
021004,"23038","82422","021005","2015_4_2_10_29_29"
021005,"—","—","021005","2015_4_2_10_28_24"
021005,"—","—","021005","2015_4_2_10_29_29"
021005,"—","—","001041","2015_4_2_10_29_29"
021005,"19800","79272","001068","2015_4_2_10_29_29"
021005,"—","—","001041","2014_10_30_16_47_21"
021005,"—","—","021005","2014_10_30_16_47_21"
021005,"17052","79272","001068","2015_4_2_10_28_24"
021005,"19821","78900","001068","2014_10_30_16_47_21"
021101,"—","—","021131","2014_10_30_16_58_33"
021101,"—","—","011114","2015_4_8_10_50_46"
021101,"—","—","041160","2014_10_30_17_3_36"
021101,"—","—","011117","2015_4_8_10_50_46"
021101,"—","—","021131","2014_10_30_17_3_36"
021101,"—","—","011114","2014_10_30_17_3_36"
021101,"—","—","041160","2014_10_30_16_58_33"
021101,"—","—","021131","2015_4_8_10_50_46"
021101,"—","—","011114","2015_4_2_10_31_39"
021101,"—","—","041160","2015_4_8_10_50_46"
021101,"—","—","011114","2014_10_30_16_58_33"
021101,"—","—","021131","2015_4_2_10_31_39"
021101,"—","—","001137","2015_4_2_10_31_39"
021101,"—","—","041160","2015_4_2_10_31_39"
021101,"—","—","011117","2014_10_30_16_58_33"
021101,"—","—","011117","2015_4_2_10_31_39"
021101,"—","—","011117","2014_10_30_17_3_36"
021131,"—","—","021131","2014_10_30_17_3_36"
021131,"20280","78600","041160","2014_10_30_17_3_36"
021131,"—","—","011117","2014_10_30_17_3_36"
021131,"20280","78600","001137","2015_4_2_10_31_39"
021131,"—","—","021131","2015_4_8_10_50_46"
021131,"20280","78600","041160","2015_4_8_10_50_46"
021131,"—","—","021131","2015_4_2_10_31_39"
021131,"20280","78600","041160","2015_4_2_10_31_39"
021131,"—","—","011114","2014_10_30_17_3_36"
021131,"—","—","011114","2015_4_8_10_50_46"
021131,"—","—","011117","2015_4_8_10_50_46"
021131,"20280","78600","041160","2014_10_30_16_58_33"
021131,"—","—","011114","2014_10_30_16_58_33"
021131,"—","—","011117","2014_10_30_16_58_33"
021131,"—","—","021131","2014_10_30_16_58_33"
